id_variable,descripcion,categoria,tipo_serie,periodicidad,unidad_expresion,moneda,primer_fecha_informada,ultima_fecha_informada,ultimo_valor_informado
870,Total de préstamos a empresas municipales de la provincia de San Luis,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
871,Total de depósitos de empresas municipales de la provincia de San Luis,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
872,Total de préstamos a empresas municipales de la provincia de Santa Cruz,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
873,Total de depósitos de empresas municipales de la provincia de Santa Cruz,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
874,Total de préstamos a empresas municipales de la provincia de Santa Fe,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
875,Total de depósitos de empresas municipales de la provincia de Santa Fe,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
876,Total de préstamos a empresas municipales de la provincia de Santiago del Estero,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
877,Total de depósitos de empresas municipales de la provincia de Santiago del Estero,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
878,Total de préstamos a empresas municipales de la provincia de Tierra del Fuego,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
879,Total de depósitos de empresas municipales de la provincia de Tierra del Fuego,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
880,Total de préstamos a empresas municipales de la provincia de Tucumán,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
881,Total de depósitos de empresas municipales de la provincia de Tucumán,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
882,Total de préstamos al sector privado no financiero,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,138744680.0
883,Total de préstamos a personas humanas,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,65403148.0
884,Total de préstamos a personas jurídicas,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,73341532.0
885,Total de préstamos a las prestadoras de servicios financieros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,125490.0
886,Total de préstamos a las compañías de seguros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,93820.0
887,Total de préstamos a los fondos comunes de inversión,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,4592.0
888,Total de préstamos a las administradoras de fondos de jubilaciones y pensiones,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,0.0
889,Total de préstamos a las sociedades autorizadas para actuar como fiduciario financiero,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,27078.0
890,Total de préstamos a empresas que no son prestadoras de servicios financieros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,73216042.0
891,Total de préstamos a pequeños y medianos emprendimientos,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,31380891.0
892,Total de préstamos a las empresas no constituidas como pequeños y medianos emprendimientos,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,41835151.0
893,Total de préstamos al sector privado no financiero,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,103247604.0
894,Total de préstamos a personas humanas,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,61947103.0
895,Total de préstamos a personas jurídicas,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,41300501.0
896,Total de préstamos a las prestadoras de servicios financieros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,121168.0
897,Total de préstamos a las compañías de seguros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,92908.0
898,Total de préstamos a los fondos comunes de inversión,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,4054.0
899,Total de préstamos a las administradoras de fondos de jubilaciones y pensiones,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,0.0
900,Total de préstamos a las sociedades autorizadas para actuar como fiduciario financiero,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,24207.0
901,Total de préstamos a empresas que no son prestadoras de servicios financieros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,41179333.0
902,Total de préstamos a pequeños y medianos emprendimientos,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,21670793.0
903,Total de préstamos a las empresas no constituidas como pequeños y medianos emprendimientos,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,19508540.0
904,Total de préstamos al sector privado no financiero,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,35497076.0
905,Total de préstamos a personas humanas,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,3441220.0
906,Total de préstamos a personas jurídicas,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,32055855.0
907,Total de préstamos a las prestadoras de servicios financieros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,4322.0
908,Total de préstamos a las compañías de seguros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,912.0
909,Total de préstamos a los fondos comunes de inversión,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,538.0
910,Total de préstamos a las administradoras de fondos de jubilaciones y pensiones,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
911,Total de préstamos a las sociedades autorizadas para actuar como fiduciario financiero,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,2871.0
912,Total de préstamos a empresas que no son prestadoras de servicios financieros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,32051534.0
913,Total de préstamos a pequeños y medianos emprendimientos,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,9707573.0
914,Total de préstamos a las empresas no constituidas como pequeños y medianos emprendimientos,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,22343960.0
915,Total de préstamos hipotecaRíos al sector privado,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,8933864.0
916,Préstamos hipotecarios a personas humanas,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,7099801.0
917,Préstamos hipotecarios a personas jurídicas,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,1834063.0
918,Préstamos hipotecarios a las prestadoras de servicios financieros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,1334.0
919,Préstamos hipotecarios a las compañías de seguros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,1137.0
920,Préstamos hipotecarios a los fondos comunes de inversión,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,0.0
921,Préstamos hipotecarios a las administradoras de fondos de jubilaciones y pensiones,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,0.0
922,Préstamos hipotecarios a las sociedades autorizadas para actuar como fiduciario financiero,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,197.0
923,Préstamos hipotecarios a empresas que no son prestadoras de servicios financieros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,1832729.0
924,Préstamos hipotecarios a pequeños y medianos emprendimientos,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,1376016.0
925,Préstamos hipotecarios a las empresas no constituidas como pequeños y medianos emprendimientos,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,456713.0
926,Total de préstamos hipotecarios al sector privado,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,7926253.0
927,Préstamos hipotecarios a personas humanas,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,6943415.0
928,Préstamos hipotecarios a personas jurídicas,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,982838.0
929,Préstamos hipotecarios a las prestadoras de servicios financieros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,1334.0
930,Préstamos hipotecarios a las compañías de seguros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,1137.0
931,Préstamos hipotecarios a los fondos comunes de inversión,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,0.0
932,Préstamos hipotecarios a las administradoras de fondos de jubilaciones y pensiones,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,0.0
933,Préstamos hipotecarios a las sociedades autorizadas para actuar como fiduciario financiero,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,197.0
934,Préstamos hipotecarios a empresas que no son prestadoras de servicios financieros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,981504.0
935,Préstamos hipotecarios a pequeños y medianos emprendimientos,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,737168.0
936,Préstamos hipotecarios a las empresas no constituidas como pequeños y medianos emprendimientos,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,244336.0
937,Total de préstamos hipotecarios al sector privado,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,1007611.0
938,Préstamos hipotecarios a personas humanas,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,156385.0
939,Préstamos hipotecarios a personas jurídicas,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,851227.0
940,Préstamos hipotecarios a las prestadoras de servicios financieros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
941,Préstamos hipotecarios a las compañías de seguros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
942,Préstamos hipotecarios a los fondos comunes de inversión,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
943,Préstamos hipotecarios a las administradoras de fondos de jubilaciones y pensiones,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
944,Préstamos hipotecarios a las sociedades autorizadas para actuar como fiduciario financiero,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
945,Préstamos hipotecarios a empresas que no son prestadoras de servicios financieros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,851227.0
946,Préstamos hipotecarios a pequeños y medianos emprendimientos,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,638849.0
947,Préstamos hipotecarios a las empresas no constituidas como pequeños y medianos emprendimientos,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,212378.0
948,Total de préstamos prendarios al sector privado,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,8298420.0
949,Préstamos prendarios a personas humanas,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,4499570.0
950,Préstamos prendarios a personas jurídicas,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,3798850.0
951,Préstamos prendarios a las prestadoras de servicios financieros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,1636.0
952,Préstamos prendarios a las compañías de seguros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,1273.0
953,Préstamos prendarios a los fondos comunes de inversión,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,0.0
954,Préstamos prendarios a las administradoras de fondos de jubilaciones y pensiones,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,0.0
955,Préstamos prendarios a las sociedades autorizadas para actuar como fiduciario financiero,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,363.0
956,Préstamos prendarios a empresas que no son prestadoras de servicios financieros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,3797214.0
957,Préstamos prendarios a pequeños y medianos emprendimientos,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,2311151.0
958,Préstamos prendarios a las empresas no constituidas como pequeños y medianos emprendimientos,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,1486063.0
959,Total de préstamos prendarios al sector privado,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,6291061.0
960,Préstamos prendarios a personas humanas,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,3579977.0
961,Préstamos prendarios a personas jurídicas,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,2711084.0
962,Préstamos prendarios a las prestadoras de servicios financieros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,1492.0
963,Préstamos prendarios a las compañías de seguros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,1273.0
964,Préstamos prendarios a los fondos comunes de inversión,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,0.0
965,Préstamos prendarios a las administradoras de fondos de jubilaciones y pensiones,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,0.0
966,Préstamos prendarios a las sociedades autorizadas para actuar como fiduciario financiero,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,219.0
967,Préstamos prendarios a empresas que no son prestadoras de servicios financieros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,2709592.0
968,Préstamos prendarios a pequeños y medianos emprendimientos,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,1327527.0
969,Préstamos prendarios a las empresas no constituidas como pequeños y medianos emprendimientos,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,1382065.0
970,Total de préstamos prendarios al sector privado,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,2007359.0
971,Préstamos prendarios a personas humanas,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,919599.0
972,Préstamos prendarios a personas jurídicas,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,1087760.0
973,Préstamos prendarios a las prestadoras de servicios financieros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,144.0
974,Préstamos prendarios a las compañías de seguros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
975,Préstamos prendarios a los fondos comunes de inversión,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
976,Préstamos prendarios a las administradoras de fondos de jubilaciones y pensiones,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
977,Préstamos prendarios a las sociedades autorizadas para actuar como fiduciario financiero,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,144.0
978,Préstamos prendarios a empresas que no son prestadoras de servicios financieros,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,1087616.0
979,Préstamos prendarios a pequeños y medianos emprendimientos,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,981938.0
980,Préstamos prendarios a las empresas no constituidas como pequeños y medianos emprendimientos,Préstamos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,105679.0
981,Total de depósitos del sector privado no financiero,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,184877872.0
982,Total de depósitos de personas humanas,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,88124170.0
983,Total de depósitos de personas jurídicas,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,96753702.0
984,Total de depósitos de las prestadoras de servicios financieros,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,50254763.0
985,Total de depósitos de las compañías de seguros,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,701009.0
986,Total de depósitos de los fondos comunes de inversión,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,47790971.0
987,Total de depósitos de las administradoras de fondos de jubilaciones y pensiones,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,0.0
988,Total de depósitos de las sociedades autorizadas para actuar como fiduciario financiero,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,1762783.0
989,Total de depósitos de empresas que no son prestadoras de servicios financieros,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,46498939.0
990,Total de depósitos de pequeños y medianos emprendimientos,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,15420322.0
991,Total de depósitos de las empresas no constituidas como pequeños y medianos emprendimientos,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,31078616.0
992,Total de depósitos del sector privado no financiero,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,126502605.0
993,Total de depósitos de personas humanas,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,50367105.0
994,Total de depósitos de personas jurídicas,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,76135500.0
995,Total de depósitos de las prestadoras de servicios financieros,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,42823631.0
996,Total de depósitos de las compañías de seguros,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,598582.0
997,Total de depósitos de los fondos comunes de inversión,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,41311539.0
998,Total de depósitos de las administradoras de fondos de jubilaciones y pensiones,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,0.0
999,Total de depósitos de las sociedades autorizadas para actuar como fiduciario financiero,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,913510.0
1000,Total de depósitos de empresas que no son prestadoras de servicios financieros,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,33311869.0
1001,Total de depósitos de pequeños y medianos emprendimientos,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,11946160.0
1002,Total de depósitos de las empresas no constituidas como pequeños y medianos emprendimientos,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,21365709.0
1003,Total de depósitos del sector privado no financiero,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,58375267.0
1004,Total de depósitos de personas humanas,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,37716824.0
1005,Total de depósitos de personas jurídicas,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,20658443.0
1006,Total de depósitos de las prestadoras de servicios financieros,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,7431132.0
1007,Total de depósitos de las compañías de seguros,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,102426.0
1008,Total de depósitos de los fondos comunes de inversión,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,6479432.0
1009,Total de depósitos de las administradoras de fondos de jubilaciones y pensiones,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,0.0
1010,Total de depósitos de las sociedades autorizadas para actuar como fiduciario financiero,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,849274.0
1011,Total de depósitos de empresas que no son prestadoras de servicios financieros,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,13227311.0
1012,Total de depósitos de pequeños y medianos emprendimientos,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,3468724.0
1013,Total de depósitos de las empresas no constituidas como pequeños y medianos emprendimientos,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ME,1999-12-31,2026-06-30,9758587.0
1014,Total de depósitos en cuentas corrientes del sector privado,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,23015719.0
1015,Depósitos en cuentas corrientes de personas humanas,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,1926205.0
1016,Depósitos en cuentas corrientes de personas jurídicas,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,21089513.0
1017,Depósitos en cuentas corrientes de las prestadoras de servicios financieros,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,4240057.0
1018,Depósitos en cuentas corrientes de las compañías de seguros,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,246070.0
1019,Depósitos en cuentas corrientes de los fondos comunes de inversión,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,3801494.0
1020,Depósitos en cuentas corrientes de las administradoras de fondos de jubilaciones y pensiones,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,0.0
1021,Depósitos en cuentas corrientes de las sociedades autorizadas para actuar como fiduciario financiero,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,192493.0
1022,Depósitos en cuentas corrientes de empresas que no son prestadoras de servicios financieros,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,16849457.0
1023,Depósitos en cuentas corrientes de pequeños y medianos emprendimientos,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,6823435.0
1024,Depósitos en cuentas corrientes de las empresas no constituidas como pequeños y medianos emprendimien,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,MEyML,1999-12-31,2026-06-30,10026021.0
1025,Total de depósitos en cuentas corrientes del sector privado,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,22988295.0
1026,Depósitos en cuentas corrientes de personas humanas,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,1926200.0
1027,Depósitos en cuentas corrientes de personas jurídicas,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,21062095.0
1028,Depósitos en cuentas corrientes de las prestadoras de servicios financieros,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,4239686.0
1029,Depósitos en cuentas corrientes de las compañías de seguros,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,246070.0
1030,Depósitos en cuentas corrientes de los fondos comunes de inversión,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,3801123.0
1031,Depósitos en cuentas corrientes de las administradoras de fondos de jubilaciones y pensiones,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,0.0
1032,Depósitos en cuentas corrientes de las sociedades autorizadas para actuar como fiduciario financiero,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,192493.0
1033,Depósitos en cuentas corrientes de empresas que no son prestadoras de servicios financieros,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,16822409.0
1034,Depósitos en cuentas corrientes de pequeños y medianos emprendimientos,Depósitos por tipo de titular,Saldos a fin de mes,M,En miles de ARS,ML,1999-12-31,2026-06-30,6818788.0
